headline,title,subtitle,date,meta,text,url
Statement von Sanae Abdi,EU-Lieferkettengesetz wirksam,"  Das EU-Parlament hat ein strengeres Lieferkettengesetz beschlossen. Die europäische Regelung verbessere weltweit erheblich die Lebenssituation zahlreicher Arbeitnehmer:innen in den Produktionsstätten, sagt Sanae Abdi.",02.06.2023,,"„Der Beschluss für ein wirksames Lieferkettengesetz im EU-Parlament ist ein Meilenstein für mehr Menschenrechte und Umweltschutz. Zukünftig müssen sich alle Unternehmen in Europa an dieselben europäischen Regeln halten und mehr Verantwortung für Menschenrechtsverletzungen und Umweltschäden entlang ihrer globalen Lieferketten übernehmen. Unternehmen in Europa, die ohnehin internationale Standards umsetzen, haben so einen klaren Wettbewerbsvorteil.

Die europäische Regelung verbessert weltweit erheblich die Lebenssituation zahlreicher Arbeitnehmer:innen in den Produktionsstätten. Entgegen der Verwässerungsversuche am Gesetz durch die Konservativen haben die Sozialdemokrat:innen im EU-Parlament ein weltweites Signal für verbindliche soziale und ökologische Standards gesetzt.

Das unter sozialdemokratischer Initiative ausgehandelte deutsche Lieferkettengesetz zeigt, dass Unternehmen aufgrund der Sorgfaltspflichten nicht unter Druck geraten sind. Für die zahlreichen europäischen Unternehmen sollte dies eine Ermutigung sein.“",https://www.spdfraktion.de/presse/statements/eu-lieferkettengesetz-wirksam
Statement von Dagmar Schmidt,Der Mindestlohn wirkt,"  Von der Erhöhung des Mindestlohns haben in Deutschland mehrere Millionen Beschäftigte profitiert. Eine Erfolgsgeschichte, die sich fortsetzen soll, so SPD-Fraktionsvizin Dagmar Schmidt.",01.06.2023,,"„Der Mindestlohn wirkt. Durch die Erhöhung auf 12 Euro haben 5,8 Millionen Menschen mehr im Geldbeutel.

Der Anteil der Niedriglohnempfänger ist zudem, wie neueste Daten des Statistischen Bundesamtes jetzt bestätigen, deutlich gesunken - auch dadurch, dass Arbeitgeber mit der Mindestlohnerhöhung oftmals auch die nächsthöhere Gehaltsstufe angehoben haben. Die von den Arbeitgebern lautstark vorgetragenen Befürchtungen, die Mindestlohnerhöhung würde Jobs kosten, sind nicht eingetroffen.

Für 2024 erwarte ich auch dank der von den Gewerkschaften erkämpften Tarifabschlüsse eine deutliche Erhöhung des Mindestlohns. Das ist auch in Krisenzeiten gut für die Wirtschaft, da damit die Kaufkraft gestärkt und die Konjunktur stabilisiert wird.“",https://www.spdfraktion.de/presse/statements/mindestlohn-wirkt
Statement von Achim Post,Neuwahlen sind mutiger Schritt,"  Gestern hat Spaniens Regierungschef angekündigt, die Parlamentswahl vorzuziehen. Pedro Sanchez hat sich mehr als einmal als starker Wahlkämpfer bewiesen, sagt Achim Post.",30.05.2023,,"„Die Neuwahl in Spanien ist ein mutiger Schritt von Premierminister Sanchez. Er hat Spanien stark und umsichtig durch die Krisen der vergangenen Jahre geführt und wichtige Fortschritte für Zukunftsinvestitionen und mehr Gerechtigkeit erreicht. Trotz der Niederlage in den Regional- und Kommunalwahlen können Sanchez und seine Partei mit Selbstbewusstsein in die Neuwahlen im Juli gehen. Er hat sich mehr als einmal als starker Wahlkämpfer bewiesen, der auf dem Platz ist, wenn es darauf ankommt.

Die Wahl in Spanien ist ein Moment der Wahrheit für die Konservativen in Europa. Nach Italien, Schweden und Finnland droht in Spanien der nächste Pakt zwischen Konservativen und der extremen Rechten in Europa. Dies wäre ein Jahr vor der Europawahl nichts weniger als die Aufkündigung des pro-europäischen Grundkonsenses der demokratischen Kräfte in Europa. Ich erwarte, dass Friedrich Merz und Markus Söder als Vorsitzende von CDU und CSU diese drohende Rechtsverschiebung der politischen Grundkoordinaten in Europa nicht stillschweigend geschehen lassen, sondern klar und deutlich auf ihre spanische Schwesterpartei einwirken.“",https://www.spdfraktion.de/presse/statements/neuwahlen-mutiger-schritt
Statement von Sabine Poschmann,Eishockey WM 2027 kommt nach Deutschland,"  Die Entscheidung steht fest: die Eishockey WM 2027 findet in Deutschland statt. Sabine Poschmann, sportpolitische Sprecherin der SPD-Fraktion, begrüßt diese Wahl ausdrücklich.",26.05.2023,,"„Ich freue mich sehr über die Entscheidung für Deutschland als Austragungsort der Eishockey-Weltmeisterschaft 2027. Nach den European Championships 2022, den Special Olympics World Games in diesem Jahr und der EURO 2024 ist die Vergabe der Eishockey-Weltmeisterschaft an Deutschland der nächste Beleg dafür, dass die internationale Sportgemeinschaft Sportgroßveranstaltungen gerne in unserem Land austrägt. Die Bewerbung des Deutschen Eishockey-Bundes wurde mit einem überzeugenden und nachhaltigen Konzept eingereicht, das auf zwei moderne Eishockey-Arenen in Düsseldorf und Mannheim setzt, sowie kurze Wege für die Fans gewährleistet.

Die laufende Weltmeisterschaft in Finnland zeigt erneut die große Begeisterung für den Eishockeysport, die auch eine Delegation des Sportausschusses in der vergangenen Woche hautnah miterleben konnte. Wir können uns auf eine spannende Eishockey-Weltmeisterschaft mit vielen internationalen Gästen freuen, die dem Eishockeysport in Deutschland auch in der Breite einen Schub ermöglichen wird.“ ",https://www.spdfraktion.de/presse/statements/eishockey-wm-2027-kommt-deutschland
Statement von Bernhard Daldrup,Rund 900 Millionen Euro Fördermittel für Wohnungsneubau,"  Um mehr bezahlbaren Wohnraum zu schaffen, hat die Bundesregierung ab März das Programm klimafreundlicher Neubau mit über einer Milliarde Fördersumme geschaffen. Heute hat das Parlament beschlossen, rund 900 Millionen Euro bereitzustellen.",26.05.2023,,"„Wir haben heute beschlossen, rund 900 Millionen Euro für das Programm klimafreundlicher Neubau bereitzustellen. Das ist fast doppelt so viel wie die ursprüngliche Fördersumme. Es ist eine gute Nachricht, dass das Programm mit weiteren Mitteln ausgestattet wird. Familien im Land können sich auf die Zusagen der Fortschrittskoalition verlassen und wir tragen dazu bei, mehr bezahlbaren Wohnraum zu schaffen. Gleichzeitig stärken wir den Klimaschutz. Die Förderbedingungen sind deutlich an nachhaltiges Bauen und klimafreundliches Wohnen von Gebäuden geknüpft.“",https://www.spdfraktion.de/presse/statements/rund-900-millionen-euro-foerdermittel-wohnungsneubau
Statement von Sönke Rix,Breite Unterstützung für die Kindergrundsicherung,"  Die Jugend- und Familienminister:innen der Länder unterstützen die Kindergrundsicherung. Die Umsetzung dieses Vorhabens aus dem Koalitionsvertrag ist wichtig, um Familien zu stärken und Kinderarmut zu mindern. Neben finanzieller Unterstützung soll besonders auf den Ausbau der Infrastruktur gesetzt werden.",26.05.2023,,"„Die breite Rückendeckung der Jugend- und Familienminister:innenkonferenz für die Einführung der Kindergrundsicherung ist erfreulich – umso mehr, als die geplante Kindergrundsicherung mehr als nur eine Geldleistung sein wird. Als zweite Säule setzt sie auf eine gut ausgebaute Infrastruktur, die Kindern und Jugendlichen optimale Möglichkeiten bietet. Dass die JFMK sich breit hinter die Kindergrundsicherung stellt, zeigt: Die Jugend- und Familienminister:innen der Länder erkennen die Bekämpfung von Kinderarmut, die Unterstützung von Familien und eine starke Teilhabe und Bildung vor Ort als Gemeinschaftsaufgabe von Bund, Ländern und Kommunen an.“",https://www.spdfraktion.de/presse/statements/breite-unterstuetzung-kindergrundsicherung
Bundestag stimmt zu,Bundewehreinsatz in Mali wird letztmalig verlängert,"  Die Bundeswehr soll aus Mali abziehen. Der Abzug erfolgt schrittweise. Der Bundestag hat jetzt dem Antrag der Bundesregierung zugestimmt, den Einsatz ein letztes Mal zu verlängern.",26.05.2023,,"Seit zehn Jahren beteiligt sich die Bundeswehr an der Stabilisierungsmission der Vereinten Nationen in Mali (MINUSMA), um den dortigen Friedensprozess zu unterstützen und die staatlichen Strukturen des Landes zu stärken. In den vergangenen Monaten hat sich die sicherheitspolitische Lage in Mali deutlich verschlechtert. Dazu beigetragen hat vor allem das unkooperative Verhalten der Regierung Malis, was auch den Bundeswehreinsatz vor Ort beschränkte.

Deshalb hat die Bundesregierung entschieden, die Bundeswehr aus Mali abzuziehen. Um die politische Transition des Landes jedoch weiter zu unterstützen und unseren Beitrag dazu zu leisten, dass die für Februar 2024 angekündigten Präsidentschaftswahlen stattfinden können, erfolgt der Abzug schrittweise.

Gemäß Antrag der Bundesregierung wird das Mandat zur Beteiligung der Bundeswehr an MINUSMA letztmalig um ein Jahr bis zum 31. Mai 2024 verlängert, um den Einsatz so strukturiert auslaufen zu lassen. Dabei stimmt sich die Bundesregierung eng mit den Vereinten Nationen und den Partnerländern in MINUSMA ab, um größtmögliche Planungssicherheit zu schaffen.

Das Mandat sieht weiterhin eine Personalobergrenze von 1400 Soldat:innen vor. Sollte während des Mandatszeitraums kein ausreichendes Versorgungs- und Schutzniveau für deutsche Soldat:innen mehr gewährleistet sein, kann das Mandat jederzeit – bis hin zur Beendigung des Einsatzes – angepasst werden.

Über die Entwicklung der Sicherheitslage und des Rückzugs wird der Bundestag regelmäßig unterrichtet.

Das Auslaufen des Bundeswehreinsatzes in der UN-Mission MINUSMA in Mali bedeutet nicht den Rückzug Deutschlands aus der Region. Wir werden den Sahel und die angrenzenden Küstenländer weiterhin mit zivilen Mitteln unterstützen. Dafür bringt das Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung die Sahel-Plus-Initiative auf den Weg. Diese Initiative ist die entwicklungspolitische Komponente der strategischen Neuausrichtung des Sahel-Engagements der Bundesregierung.",https://www.spdfraktion.de/themen/bundewehreinsatz-mali-letztmalig-verlaengert
Pflege,Mehr Entlastung für Pflegebedürftige und ihre Angehörigen,"  Der Bundestag hat eine Reform der Pflegeversicherung beschlossen. Ziel ist es, Pflegebedürftige und ihre Angehörigen zu entlasten und die Pflegeversicherung finanziell zu stabilisieren.",26.05.2023,,"Durch die demografische Entwicklung ist die finanzielle Lage der gesetzlichen Pflegeversicherung seit Jahren angespannt. Auch die Corona-Pandemie hat die Kosten stark ansteigen lassen. Da alle Leistungen der Pflegeversicherung begrenzt sind und die tatsächlichen Kosten oft die erstatteten Beträge übersteigen, ist der selbst aufzubringende Anteil der Pflegebedürftigen im Laufe der Zeit immer weiter angestiegen. Um sie zu entlasten und die Pflegeversicherung finanziell zu stabilisieren, hat der Bundestag das Pflegeunterstützungs- und -entlastungsgesetz beschlossen.

Demnach werden das Pflegegeld und die Pflegesachleistungen ab 2024 jeweils um fünf Prozent erhöht. 2025 werden diese und alle anderen Leistungen der Pflegeversicherung dann um weitere 4,5 Prozent erhöht, ab 2028 steigen sie entsprechend der Kerninflation.

Wer Angehörige pflegt, kann das Pflegeunterstützungsgeld künftig so in Anspruch nehmen wie das Kinderkrankengeld, also deutlich häufiger. Der Anstieg der Eigenanteile von Pflegebedürftigen in Heimen wird gebremst, indem die Zuschläge von der Pflegekasse ab 2024 auf bis zu 75 Prozent angehoben werden.

Ab dem 1. Juli 2025 wird der gemeinsame Jahresbetrag für Verhinderungs- und Kurzzeitpflege eingeführt – das sogenannte Entlastungsbudget für pflegende Angehörige. Damit werden Menschen unterstützt, die ihre Angehörigen pflegen und selbst Entlastung benötigen. Mit dem Entlastungsbudget wird es möglich sein, Leistungen der Pflegeversicherung flexibler innerhalb des Budgets abzurufen. Für Eltern von Kindern und Jugendlichen unter 25 Jahren mit einer schweren Behinderung wird das Entlastungsbudget bereits ab 2024 eingeführt.

In der stationären Pflege wird das sogenannte Personalbemessungsverfahren durch zusätzliche Ausbaustufen beschleunigt. Ein Kompetenzzentrum Digitalisierung und Pflege wird eingerichtet. Das Förderprogramm für digitale und technische Anschaffungen in Pflegeeinrichtungen in Höhe von etwa 300 Millionen Euro wird um weitere Fördertatbestände ausgeweitet und bis zum Ende des Jahrzehnts verlängert.

Die Pflegeversicherung muss aber auch stabilisiert werden, um der demographischen Entwicklung zu begegnen und die Leistungsanpassungen zu finanzieren. Deshalb steigt der Beitragssatz ab Juli 2023 – wie im Koalitionsvertrag vorgesehen – um 0,35 Prozentpunkte an, also von derzeit 3,05 auf 3,4 Prozent des Bruttolohns.

Des Weiteren wird ein Urteil des Bundesverfassungsgerichts umgesetzt, nach dem Eltern kinderreicher Familien bei den Beiträgen der Pflegeversicherung entlastet werden müssen. Dazu wird der Kinderlosen-Zuschlag angehoben. Zugleich wird der Beitrag ab zwei Kindern bis zum 25. Lebensjahr um 0,25 Punkte je Kind bis zum fünften Kind abgesenkt. Ein Beispiel: Eine Familie mit drei minderjährigen Kindern zahlt künftig 2,9 Prozent, also weniger als bisher. Wenn die Kinder aus dem Haus sind, zahlen die Eltern wieder dauerhaft 3,4 Prozent – und damit weniger als Kinderlose, für die der Zuschlag von 0,6 Beitragssatzpunkten gilt.

Wenn der geringere Beitrag zur Pflegeversicherung aus technischen Gründen nicht sofort bei allen berücksichtigt werden kann, wird er rückwirkend zum 1. Juli 2023 verzinst und rückabgewickelt.",https://www.spdfraktion.de/themen/mehr-entlastung-pflegebeduerftige-angehoerigen
Parlament beschließt Mandat,Bundeswehreinsatz im Kosovo wird fortgesetzt,  Deutschland wird sich auch zukünftig mit deutschen Streitkräften an der Internationalen Sicherheitspräsenz Kosovo Force (KFOR) in Kosovo beteiligen. Einem entsprechenden Antrag der Bundesregierung hat der Bundestag am Freitag zugestimmt.,26.05.2023,,"Frieden und Sicherheit im Westbalkan sind für Deutschland und die Europäische Union von zentraler Bedeutung. Seit mehr als 20 Jahren engagiert sich die Bundeswehr deshalb im Rahmen der NATO-geführten „Kosovo Force“ – kurz: KFOR – im Kosovo.

KFOR war in den vergangenen Jahren ein zentraler Stabilitätsanker in der Region und hat die öffentliche Sicherheit und Ordnung im Kosovo gestärkt. Zugleich bestehen Konflikte im Land weiterhin fort – vor allem im Norden des Landes an der Grenze zu Serbien. Dort ist es zuletzt Anfang 2023 wieder zu Spannungen und teilweise gewaltsamen Auseinandersetzungen gekommen.

Obwohl sich Kosovo und Serbien unter Vermittlung der EU im März 2023 auf ein Grundlagenabkommen geeinigt haben, ist ein Wiederaufflammen der Konflikte in der Region nicht ausgeschlossen. Hinzu kommt die Sorge vor russischen Destabilisierungsversuchen. KFOR bleibt daher auch in Zukunft notwendig.

Der Bundestag hat dem Antrag der Bundesregierung zur Verlängerung des Bundeswehrmandates im Kosovo jetzt zugestimmt. Die kosovarischen Sicherheitskräfte sollen weiter in die Lage versetzt werden, langfristig selbstständig für Sicherheit nach innen und nach außen zu sorgen. Das Mandat sieht weiterhin eine Obergrenze von 400 Soldat:innen vor. Der Einsatz ist nicht befristet und endet erst, sofern die entsprechende Resolution des Sicherheitsrates der Vereinten Nationen erlischt oder ein entsprechender NATO-Beschluss abläuft oder nicht verlängert wird. Alle zwölf Monate erfolgt eine konstitutive Befassung mit dem Einsatz im Bundestag, sofern dies mindestens eine Fraktion wünscht.",https://www.spdfraktion.de/themen/bundeswehreinsatz-kosovo-fortgesetzt
Gesundheit,Lieferengpässe bei Arzneimitteln bekämpfen,"  In den vergangenen Jahren ist es immer öfter zu Lieferengpässen bei Medikamenten gekommen, beispielsweise bei Kinderfiebersaft oder Antibiotika. Die Koalition hat jetzt ein Gesetz auf den Weg gebracht, um die Versorgung mit Arzneimitteln zu verbessern.",25.05.2023,,"Über den Gesetzentwurf der Bundesregierung hat der Bundestag jetzt in erster Lesung beraten. Ziel des Vorhabens ist es, schnell eine substanziell bessere Medikamentenversorgung zu erreichen. Durch strukturelle Änderungen sollen drohende Lieferengpässe frühzeitig erkannt und verhindert werden.

Konkret ist geplant, die Preisregeln für Kinderarzneimittel zu lockern: Festbeträge und Rabattverträge werden abgeschafft. Die Pharmaunternehmen können ihre Abgabepreise einmalig um bis zu 50 Prozent des zuletzt geltenden Preises anheben. Die Krankenkassen übernehmen die entsprechenden Mehrkosten. Dadurch soll ein Anreiz geschaffen werden, dass genug Kinderarzneimittel in Deutschland verfügbar sind. „Insbesondere bei Kindern und Jugendlichen ist für uns klar: Versorgung geht vor Sparzwang“, sagt Heike Baehrens, gesundheitspolitische Sprecherin der SPD-Fraktion.

Antibiotika, die insbesondere in der EU oder im Europäischen Wirtschaftsraum produziert werden, sollen künftig bei Ausschreibungen von Kassenverträgen zusätzlich berücksichtigt werden. So soll Europa als Produktionsstandort für Arzneimittel gestärkt werden. Internationalen Lieferketten sollen diversifiziert werden. Die Regelung kann auch für weitere Arzneimittel genutzt werden.

Ist ein Arzneimittel nicht verfügbar, dürfen Apotheker:innen ein wirkstoffgleiches Arzneimittel einfacher austauschen. Dafür sollen sie einen Zuschlag erhalten.

Heike Baehrens: „Mit den neuen Regelungen machen wir Deutschland insgesamt wieder attraktiver als Absatzmarkt für generische Arzneimittel. Und wir setzen die richtigen Anreize, um die Produktion nach Europa zurückzuholen. Als SPD-Bundestagsfraktion wollen wir im parlamentarischen Verfahren zudem darauf hinwirken, dass Apothekerinnen und Apotheker in ihrer täglichen Arbeit entlastet werden. Lieferengpässe, wie wir sie seit dem letzten Winter beobachten, sollen damit der Vergangenheit angehören.“",https://www.spdfraktion.de/themen/lieferengpaesse-arzneimitteln-bekaempfen
Statement von Verena Hubertz,Rezession ist Warnsignal,"  Die heutigen BIP-Zahlen deuten auf einen wirtschaftlichen Rückgang hin. Wichtig ist jetzt erst recht, dass der Staat aktiv investiert und die notwendigen Bedingungen für die Wirtschaft schafft, die Transformation zu schultern, meint Verena Hubertz.",25.05.2023,,"„Diese Rezession ist ein Warnsignal, das wir ernst nehmen. Wichtig ist jetzt erst recht, dass der Staat aktiv investiert und die notwendigen Bedingungen für die Wirtschaft schafft, die Transformation zu schultern. Um Wohlstand in Deutschland zu halten, müssen wir unsere Infrastruktur moderner und effizienter aufstellen und globale Abhängigkeiten abbauen.

Uns ist dank der staatlichen Hilfen, dem Engagement in der Wirtschaft und der Entspannung an den Energiemärkten gelungen, robust durch die Krise zu kommen. Das zeigen die gestiegenen Investitionen und der stabile Außenhandel. Gleichzeitig sehen wir, dass sich die Inflation ins Portemonnaie der Bürgerinnen und Bürger frisst. Die jüngsten Tarifabschlüsse sind ein Hoffnungsschimmer, dass sich die Lage wieder entspannt.“",https://www.spdfraktion.de/presse/statements/rezession-warnsignal
Statement von Oliver Kaczmarek,BAföG so schnell wie möglich wieder erhöhen,"  Ein Drittel der Studierenden in Deutschland lebt in prekärer finanzieller Situation, das ist eins der Ergebnisse der DSW-Studierendenbefragung. Für Oliver Kaczmarek sollte die Antwort darauf ein besseres BAföG sein.",24.05.2023,,"„Wir wollen das BAföG so schnell wie möglich wieder erhöhen. Die Studierendenbefragung des Deutschen Studierendenwerks ist eine erneute Mahnung, Armut unter Studierenden mit vollem Einsatz zu bekämpfen. Das ist nicht nur eine Frage von mehr Chancengleichheit, sondern hebt auch Potenziale für die dringend benötigten Fachkräfte von morgen.

Als Koalition müssen wir die nächsten Schritte hin zu mehr BAföG für mehr Menschen zügig einleiten: Erhöhung und gerade auch regelmäßige Erhöhung von Bedarfssätzen, Freibeträgen und Wohnpauschale, mehr Flexibilität bei der Inanspruchnahme des BAföG und einfachere Anträge. 

Die Ampel-Koalition hat das BAföG wieder auf die richtige Spur geschoben. Die Studierendenbefragung zeigt, dass wir diesen Weg kraftvoll weitergehen müssen.“",https://www.spdfraktion.de/presse/statements/bafoeg-so-schnell-moeglich-erhoehen
Statement von Heike Baehrens,Lieferengpässe bei Arzneimitteln wirksam bekämpfen,  Die in den vergangenen Monaten deutlich angestiegenen Lieferengpässe gefährden die bedarfsgerechte Versorgung. Mit dem Gesetzesentwurf gehen wir dieses Problem zielgerichtet an.,24.05.2023,,"""Ziel des heute eingebrachten Gesetzentwurfs ist es, schnell eine substanziell bessere Medikamentenversorgung zu erreichen. Wir werden strukturelle Änderungen vornehmen, durch die drohende Lieferengpässe frühzeitig erkannt und verhindert werden. Insbesondere bei Kindern und Jugendlichen ist für uns klar: Versorgung geht vor Sparzwang. Damit Hersteller im Markt bleiben können, ermöglichen wir, dass ihnen versorgungsrelevante Kinderarzneimittel künftig um bis zu 50 Prozent höher erstattet werden.

Mit den neuen Regelungen machen wir Deutschland insgesamt wieder attraktiver als Absatzmarkt für generische Arzneimittel. Und wir setzen die richtigen Anreize, um die Produktion nach Europa zurückzuholen. Als SPD-Bundestagsfraktion wollen wir im parlamentarischen Verfahren zudem darauf hinwirken, dass Apothekerinnen und Apotheker in ihrer täglichen Arbeit entlastet werden. Lieferengpässe, wie wir sie seit dem letzten Winter beobachten, sollen damit der Vergangenheit angehören.""",https://www.spdfraktion.de/presse/statements/lieferengpaesse-arzneimitteln-wirksam-bekaempfen
Statement von Verena Hubertz und Bernhard Daldrup,Gutes Signal,"  Heute wurden die Zahlen zu den Baufertigstellungen für das Jahr 2022 bekannt. Der leichte Anstieg der fertigen Wohnungen trotz Krise zeigt, dass wir der Wohnungsnot wirkungsvoll begegnen, auch wenn weiterhin viel zu tun bleibt.",23.05.2023,,"Verena Hubertz, stellvertretende Vorsitzende:
„Es ist ein gutes Signal, dass 2022 mehr Wohnungen fertiggestellt wurden – denn wir brauchen dringend mehr neuen Wohnraum. Trotz Materialengpässen und Fachkräftemangel ist das eine beachtliche Leistung. Für dieses Jahr sehe ich das Risiko, dass die gestiegenen Zinsen die Anzahl von Bauprojekten ausbremsen könnte. Sorge bereiten mir die Rekordzahl erloschener Baugenehmigungen und die verlängerte Abwicklungsdauer von Genehmigung bis Fertigstellung.
Die schwierigeren Rahmenbedingungen packen wir als SPD-Bundestagsfraktion an, indem wir entbürokratisieren, digitalisieren und Planungen beschleunigen. Wir müssen die Nachfrage am Bau über Förderung ankurbeln und sie stabil halten.“

 

Bernhard Daldrup, Sprecher für Wohnen, Stadtentwicklung, Bauwesen und Kommunen:
„Die Zahlen zeigen, dass wir der Krise der Bauwirtschaft wirkungsvoll begegnen – auch wenn weiterhin viel zu tun bleibt. Leider gibt es große regionale Unterschiede, wo der Wohnungsbau besser funktioniert und wo schlechter. Die Bilanz in den unionsgeführten Ländern, wie NRW und Hessen, lässt zu wünschen übrig. Unser Anspruch, bis zu 400.000 neue Wohnungen pro Jahr zu bauen, bleibt dennoch bestehen. Mit der historischen Verdreifachung der sozialen Wohnraumförderung setzen wir die richtigen Akzente, die durch viele weitere Maßnahmen unterstützt werden müssen, etwa eine vereinfachte Planung und Genehmigung, serielles Bauen und weitere finanzielle Hilfen für Familien. Ein Meilenstein ist auch die Einführung der neuen Wohngemeinnützigkeit.“",https://www.spdfraktion.de/presse/statements/gutes-signal
