url,date,author,headline,subtitle,primer,text
https://www.cducsu.de/presse/pressemitteilungen/europaeisches-medienfreiheitsgesetz-unverhaeltnismaessiger-eingriff-bewaehrte-strukturen,22.06.2023,Dr. Christiane Schenderlein,Europäisches Medienfreiheitsgesetz: Unverhältnismäßiger Eingriff in bewährte Strukturen,,"Der Europäische Rat hat sich in Brüssel auf ein europäisches Medienfreiheitsgesetz geeinigt. Dazu können Sie die medienpolitische Sprecherin der CDU/CSU-Bundestagsfraktion, Christiane Schenderlein, wie folgt zitieren:","„Wir unterstützen Regelungen, die die Unabhängigkeit der Medien in Europa sicherstellen. Gerade Deutschland kennzeichnet eine föderale Medienlandschaft mit staatsfernen und unabhängigen Aufsichtsstrukturen, die aus den Erfahrungen von zwei Diktaturen historisch gewachsen sind. Der gestrige Beschluss greift in diese bewährten Strukturen unverhältnismäßig ein. Die Bundesländer haben in den vergangenen Wochen entsprechend deutlich ihre massive Kritik geäußert und Anpassungen gefordert. Auch im Ausschuss für Kultur und Medien des Deutschen Bundestages gab es Anhörungen, in denen sogar Teile der Ampelkoalition scharfe Kritik am Entwurf übten. Doch leider war die Bundesregierung in den Nachverhandlungen auf europäischer Ebene nicht politischen Willens genug, diese hinreichend aufzugreifen. Das gemeinsame Verhandlungsmandat war am Ende mehr Schein als Sein.Wir werden nun unsere politischen Kräfte im Europäischen Parlament nutzen, um noch zu retten, was gerettet werden muss. Aus unserer Sicht ist insbesondere der Eingriff in die interne Organisation von Medienunternehmen zu kritisieren. Die neu zu schaffende europäische Medienaufsicht muss darüber hinaus staatsfern organisiert werden. Hier gibt es erheblichen Verbesserungsbedarf, gleiches gilt für die Wahrung der Amsterdamer Protokolle in Bezug auf den Öffentlich-Rechtlichen Rundfunk.“"
https://www.cducsu.de/presse/pressemitteilungen/die-dauerhaft-hohen-strompreise-gefaehrden-den-standort-deutschland,22.06.2023,Jens Spahn,Die dauerhaft hohen Strompreise gefährden den Standort Deutschland ,CDU/CSU-Fraktion will Steuern auf Strom auf Minimum senken,"Die CDU/CSU-Fraktion beantragt am Freitag im Deutschen Bundestag (Top ZP 10,11), die Stromsteuer auf das europarechtlich zulässige Minimum von 1 Euro je Megawattstunde für private Verbraucher und 0,5 Euro je Megawattstunde bei Versorgern und Unternehmen zu senken, sowie die Umsatzsteuer auf Strom auf den ermäßigten Satz zu reduzieren. Dadurch sollen die Bürgerinnen und Bürger und der Mittelstand zügig und unbürokratisch entlastet werden. Dazu der Stellvertretende Fraktionsvorsitzende, Jens Spahn:","„Dauerhaft hohe Strompreise gefährden den Standort Deutschland. Wir erleben längst eine schleichende De-Industrialisierung. Vor allem mittelständische Unternehmen sind durch die hohen Strompreise enorm belastet. Der Kanzler hat unserer Industrie sein Wort gegeben, einen Industriestrompreis einzuführen. Aber er liefert nicht. Statt langer Diskussionen sind jetzt schnell wirkende Maßnahmen beim Strompreis notwendig. Deshalb fordern wir die befristete Senkung der Stromsteuer und der Umsatzsteuer auf Strom. Das ist eine unbürokratische Möglichkeit, die Wettbewerbsfähigkeit unserer Unternehmen und den Standort Deutschland zu stärken – möglichst niedrige Steuern sind eine Frage angewandter Ordnungspolitik. Und sie sind ein Beitrag, die Strompreise für die Bürgerinnen und Bürger zu stabilisieren.“HintergrundDen Änderungsantrag zum Gesetz zur Änderung des Erdgas-, Wärme- und Strompreisbremsengesetzes (TOP ZP 10,11) finden Sie hier: https://dserver.bundestag.de/btd/20/074/2007404.pdf"
https://www.cducsu.de/presse/pressemitteilungen/gesetzespaket-zur-ersatzfreiheitsstrafe-enttaeuscht,22.06.2023,Dr. Günter Krings,Gesetzespaket zur Ersatzfreiheitsstrafe enttäuscht,Ampel-Reform der Unterbringung in einer Entziehungsanstalt kommt zu spät,"Der Bundestag berät am heutigen Donnerstag in 2./3. Lesung den Gesetzentwurf zur Überarbeitung des Sanktionenrechts – Ersatzfreiheitsstrafe, Strafzumessung, Auflagen und Weisungen sowie Unterbringung in einer Entziehungsanstalt. Dazu erklärt der rechtspolitische Sprecher der CDU/CSU-Bundestagsfraktion, Günter Krings:","„Mit diesem strafrechtlichen Gesetzespaket hat die Ampel immerhin einmal ein Projekt zur Beschlussreife gebracht. In den meisten anderen rechtspolitischen Projekten hat sich dieses Bündnis ja hoffnungslos zerstritten. Handlungsfähig zeigt sich die Ampel aber offenbar am ehesten dann, wenn sie von guten Vorschlägen der Union abschreiben kann. Mit der Reform zur Unterbringung, die ein Kernstück des Gesetzespakets bildet, wird der Gesetzentwurf der Union endlich aufgegriffen, den wir bereits im letzten Mai eingebracht haben.  Die Anordnungsvoraussetzungen für die Unterbringung in einer Entziehungsanstalt hätten aber schon früher enger gefasst werden müssen. Statt unserem nahezu identischen Gesetzentwurf schon im letzten Jahr zuzustimmen, hat die Regierung eine erhebliche Verzögerung der Reform zu Lasten der Sicherheit in Kauf genommen:  Weil es zu wenig freie Klinikplätze gibt und diese nach der bisherigen Rechtslange falsch verteilt werden, mussten Straftäter immer wieder freigelassen werden. Diese Gefahren für unsere Sicherheit gehen auf das Konto der Ampel.Der veränderte Umrechnungsmaßstab bei der Ersatzfreiheitsstrafe erscheint zwar nachvollziehbar, da der Freiheitsentzug ein tiefergehender Grundrechtseingriff ist. Allerdings ist es der Ampel nicht gelungen, die Regelungen verfassungsrechtlich sicher auszugestalten. Die öffentliche Anhörung im Rechtsausschuss hat gezeigt, dass die geplante Änderung des Umrechnungsmaßstabes nur für die Ersatzfreiheitsstrafe, nicht aber für Freiheitsstrafen im Übrigen, verfassungsrechtlich problematisch ist. Es ist auch zweifelhaft, ob die Reform der Ersatzfreiheitsstrafe tatsächlich zu einer starken Entlastung der Länder führen wird. Statt der Justiz zu helfen und den Pakt für den Rechtsstaat zu verstetigen, enthält das Gesetz weitere Erschwernisse für die Justiz. So dürfte beispielsweise die Vorgabe, dass die Gerichtshilfe vor einer Entscheidung über den Widerruf der Bewährung bzw. über die Anordnung der Vollstreckung der Ersatzfreiheitsstrafe einbezogen werden soll, zu einer weiteren Belastung der Justiz führen, ohne dass dieser ein vergleichbar relevanter Vorteil für den betroffenen Personenkreis gegenübersteht. Hier werden die begrenzten Ressourcen der Gerichtshilfe offenbar nach falschen Prioritäten eingesetzt; deren wertvolle Arbeit kann und muss an anderer Stelle sinnvoller zum Einsatz kommen.“"
https://www.cducsu.de/presse/pressemitteilungen/der-ampel-plan-zur-planungsbeschleunigung-ist-zu-wenig-fuer-zukunftsfaehige-verkehrsnetze,22.06.2023,"Thomas Bareiß, Felix Schreiner",Der Ampel-Plan zur Planungsbeschleunigung ist zu wenig für zukunftsfähige Verkehrsnetze,,"Der Bundestag berät am heutigen Donnerstag erstmals über den Gesetzentwurf der Bundesregierung zur Beschleunigung von Genehmigungsverfahren im Verkehrsbereich. Dazu können Sie den verkehrspolitischen Sprecher der CDU/CSU-Bundestagsfraktion, Thomas Bareiß, und den Berichterstatter für die Verkehrsinfrastruktur, Felix Schreiner, gerne wie folgt zitieren:","Thomas Bareiß: „Nach Monaten der gegenseitigen Blockade legen die Regierungskoalitionen ihre Vorschläge zur Planungsbeschleunigung dem Parlament vor. Damit ist die Ampel-Koalition beim so wichtigen Thema Planungsbeschleunigung nach einer quälend langen Hängepartie einen Schritt weitergekommen. Der monatelange Streit innerhalb der Koalition hat dem schnellen Ausbau der Infrastruktur geschadet. Ein großer Wurf ist der aktuelle Entwurf leider nicht. Mit einer Einschränkung des Verbandsklagerechts oder einer Reform von Planfeststellungsverfahren und Umweltverträglichkeitsprüfung beispielsweise hätte die Ampel einen echten Turbo zünden können. Ob die vorliegenden Reformen wirklich eine Beschleunigung bringen, muss sich erst noch im Praxistest beweisen.“Felix Schreiner: „Der Gesetzentwurf zur Beschleunigung von Verkehrsinfrastrukturprojekten ist überschaubar und wird nicht ausreichen, die Verkehrsnetzte in Deutschland zukunftsfähig zu machen. Nach monatelangem Streit legt die Ampel einen Papiertiger vor, der in der Praxis keinerlei Wirkungen entfalten wird. Der Bundesverkehrsminister hat es nicht geschafft, die Systematik des LNG-Beschleunigungsgesetzes auf den Verkehrsbereich zu übertragen. Gescheitert ist er an den Grünen und weiten Teilen der SPD, die steigende Verkehrsprognosen ignorieren und sich damit der sozialen Teilhabe der Menschen sowie der Wettbewerbsfähigkeit unserer Unternehmen in den Weg stellen. Es fehlt der große Wurf. In das Gesetz rein gehören die Einschränkung des Verbandsklagerechtes, die Einführung einer gesetzlichen Stichtagsregelung und weitere Reformen bei Planfeststellungsverfahren, Umweltverträglichkeitsprüfung sowie Vergaberecht. Umso dringender sind die anstehenden Beratungen im parlamentarischen Verfahren."""
https://www.cducsu.de/presse/pressemitteilungen/die-bahn-braucht-eine-kurskorrektur,22.06.2023,"Ulrich Lange, Thomas Bareiß",Die Bahn braucht eine Kurskorrektur,,"Der Bundestag berät am heutigen Donnerstag erstmals über einen Antrag „Schiene in die Zukunft führen – Deutsche Bahn neu aufstellen“ der CDU/CSU-Bundestagsfraktion. Dazu können Sie den Stellvertretenden Vorsitzenden für Verkehr der CDU/CSU-Bundestagsfraktion, Ulrich Lange, und den verkehrspolitischen Sprecher der Fraktion, Thomas Bareiß, gerne wie folgt zitieren:","Ulrich Lange: „Das Schuljahr ist bald zu Ende, die Versetzung würde die Deutsche Bahn aber nicht schaffen. Bei ihrer aktuellen mangelhaften Performance müsste sie wohl eher ein paar Klassen wiederholen. Aber selbst das würde wahrscheinlich nicht reichen, denn die Defizite in Sachen Pünktlichkeit und Zuverlässigkeit der Züge, Zustand des Schienennetzes, Haushaltsführung, Wettbewerb und Digitalisierung sind viel zu groß. Ohne eine grundlegende strukturelle Neuaufstellung verbessert sich gar nichts. Diese fordern deshalb wir mit unserem Leitantrag. Wir wollen Infrastruktur- und Transportbereich der Bahn voneinander trennen, das Schienennetz mit allem, was dazugehört, in eine weisungsgebundene bundeseigene GmbH überführen und die Finanzierung neu aufzustellen. Die Holding der DB muss aufgelöst werden. Die Ampel sollte sich einen Ruck geben und unseren Vorschlägen folgen. Mit ihrem ‚Reförmchen‘ wird sie nämlich gar nichts erreichen und darunter hätten in erster Linie die Kunden zu leiden.“Thomas Bareiß: „Es braucht mehr Transparenz und klare Zuständigkeiten. Wir brauchen bei der Bahn eine Kurskorrektur. Die bis jetzt bekannten Plänen der Ampel zur sogenannten InfraGo sind nur halbherzig und bringen nicht wirklich eine Verbesserung. Bei der notwendigen Finanzierung der Sanierung und Kapazitätserweiterung der Schiene gehen Wunsch und Wirklichkeit sehr weit auseinander. In den letzten Jahren konnte eine kontinuierliche Erhöhung des Investitionsvolumens erreicht werden. Mit Minister Wissing gerät der weitere Hochlauf der dringend notwendigen Investitionssumme ins Stocken. Schlimmer noch, durch die hohen Baukostensteigerung steht sogar real weniger für Sanierung und Ausbau der Schiene zur Verfügung. Wenn der Verkehrsminister das System Schiene substantiell nach vorne bringen will, muss er jetzt auch für die notwendigen Mittel zur Ertüchtigung des Schienennetzes sorgen.“Hintergrundinformationen:Die Deutsche Bahn befindet sich in der Krise. Unpünktlichkeit, kaputte Züge und Unzuverlässigkeit sind bei Zugreisen alltäglich. Mobilfunknutzer in Zügen erleben, dass Telefonieren, mobiles Arbeiten oder die Nutzung von digitalen Unterhaltungsangeboten häufig nur eingeschränkt möglich sind. Das Ziel, Bahnfahren attraktiv und auch aus Klimaschutzgründen zu einer echten Alternative zu anderen Verkehrsmitteln zu machen, droht kläglich zu scheiten. Ursachen dafür gibt es viele: Der Betrieb auf der Schiene ist notorisch überlastet und die Schieneninfrastruktur ist marode, weil die Deutsche Bahn die notwendigen Investitionen in den Aus-, Um- und Neubau der Schiene nicht getätigt hat. Dabei hat sie vom Eigentümer Bund dafür viele Milliarden Euro erhalten. Auch der Wettbewerb auf der Schiene lässt zu wünschen übrig, obwohl die Rahmenbedingungen hierfür verbessert wurden. Die Digitalisierung der Schieneninfrastruktur geht viel zu langsam voran. Deshalb ist klar: Bei der Deutschen Bahn kann es nicht so weitergehen, wie es momentan läuft. Es braucht eine grundlegende strukturelle Neuaufstellung Bahn, die die CDU/CSU-Fraktion mit ihrem Antrag fordert. Diese wird auch von der Monopolkommission und vom Bundesrechnungshof, die die Bundesregierung in Wettbewerbs- und Haushaltsfragen beraten, unterstützt. Zentrale Maßnahmen bei der Neuaufstellung der Deutschen Bahn sind aus Sicht der Unionsfraktion die Trennung von Infrastruktur- und Transportbereich, die Überführung der Schieneninfrastruktur in eine bundeseigene und weisungsgebundene GmbH, die Auflösung der Holding der Deutschen Bahn und die transparente Regelung der Finanzierung.Den Antrag der CDU/CSU-Bundestagsfraktion finden Sie hier: https://dserver.bundestag.de/btd/20/073/2007350.pdf"
https://www.cducsu.de/presse/pressemitteilungen/nur-leerstellen-beim-bundeswirtschaftsminister,21.06.2023,"Julia Klöckner, Tilman Kuban",Nur Leerstellen beim Bundeswirtschaftsminister,Planlosigkeit in der Regierungsbefragung,"Anlässlich der Nicht-Antworten des Bundeswirtschaftsminister Habeck auf die Fragen nach Industriestrompreis, Stromsteuer und Unternehmensteuerreform erklären die wirtschaftspolitische Sprecherin, Julia Klöckner, und der zuständige Berichterstatter, Tilman Kuban:","Julia Klöckner: „Unsere Wirtschaft, die sich im Sinkflug befindet, braucht jetzt ein Gesamtkonzept zur Stützung. Doch beim Wirtschaftsminister sind nur Leerstellen dazu. Auf die konkrete Frage, wann sein vorgeschlagener Industriestrompreis eingeführt werde, zuckte er mit den Schultern. Könne er nicht sagen. Auf die Frage, ob er sich für die Stromsteuersenkung einsetze, was ohne beihilferechtliche Probleme umgehend möglich wäre, antwortete er: nicht auf seinem Plan. Und beim Thema Unternehmensteuerreform sieht er sich auch nicht gefordert. Ein Wirtschaftsminister ist laut seiner Funktion der starke Anwalt für eine starke Wirtschaft. Aber auch hier: Leerstelle.“Tilman Kuban: „Das Hochsteuerland Deutschland befindet sich in einer handfesten Rezession, und die Regierung reagiert mit Zögern, Zaudern, Zoffen. Dass Wirtschaftsminister Robert Habeck sogar das von Finanzminister Christian Lindner angebotene Paket zur Unternehmensteuerreform ablehnt, zeigt, dass er die Zeichen der Zeit nicht erkannt hat. Wenn die Regierung auf die Maßnahmen der USA in Puncto Steuerunterstützungen keine Antwort gibt, fällt sie den Betrieben in den Rücken, gefährdet Arbeitsplätze und ist mitverantwortlich dafür, dass in anderen Ländern dieser Welt und nicht in Deutschland investiert wird. Robert Habeck muss endlich Anwalt der Wirtschaft werden, statt zum Risiko für den Standort Deutschland.“"
https://www.cducsu.de/presse/pressemitteilungen/der-deutliche-anstieg-der-erwerbsminderungsrenten-ist-ein-erfolg-der-politik-von-cducsu,21.06.2023,Stephan Stracke,Der deutliche Anstieg der Erwerbsminderungsrenten ist ein Erfolg der Politik von CDU/CSU,,"Laut Medienbericht sind in den vergangenen zehn Jahren die Erwerbsminderungsrenten um knapp 60 Prozent gestiegen. Dazu können Sie den arbeitsmarkt- und sozialpolitischen Sprecher der CDU/CSU-Bundestagsfraktion, Stephan Stracke, gerne wie folgt zitieren:","„Als CDU/CSU-Bundestagsfraktion freuen wir uns über den deutlichen Anstieg der Erwerbsminderungsrenten in den vergangenen zehn Jahren. Die Bezüge von Menschen in Deutschland, die aufgrund von Erwerbsminderung eine Rente erhalten, sind um knapp 60 Prozent gestiegen. Mit durchschnittlich 1.065 Euro pro Monat bieten diese Renten nun eine spürbare finanzielle Unterstützung. Im Jahr 2013 lag die durchschnittliche Höhe der Brutto-Erwerbsminderungsrenten noch bei 678 Euro.Der Grund für diesen erfreulichen Anstieg liegt vor allem in der Ausweitung der Zurechnungszeiten seit 2014 unter der unionsgeführten Bundesregierung. Dank unserer politischen Entscheidungen werden Erwerbsgeminderte, die erstmals eine Rente erhalten, nun so gestellt, als hätten sie bis zum Erreichen der Regelaltersgrenze mit ihrem bisherigen durchschnittlichen Einkommen weitergearbeitet. Als Union haben wir hier politisch gehandelt, um zu verhindern, dass mehr und mehr Erwerbsminderungsrentner in die Sozialhilfe rutschen. Dies war ein wichtiger Schritt, um ihnen ein Leben in Würde zu ermöglichen und ihnen Sicherheit in schwierigen Zeiten zu geben. Der deutliche Anstieg der Erwerbsminderungsrenten ist ein Beispiel für die erfolgreiche Sozialpolitik von CDU und CSU für die Menschen in Deutschland.Unsere Politik hat dazu geführt, dass Menschen, die aufgrund von gesundheitlichen Einschränkungen nicht mehr in vollem Umfang erwerbstätig sein können, eine angemessene finanzielle Absicherung erhalten. Die Erwerbsminderungsrente ist ein unverzichtbares Instrument, um soziale Gerechtigkeit zu gewährleisten und denjenigen zu helfen, die aufgrund von Krankheit oder Beeinträchtigungen ihren Lebensunterhalt nicht mehr vollständig aus eigener Kraft bestreiten können. Damit Menschen aber erst gar nicht dauerhaft erwerbsunfähig bleiben, müssen wir unsere Bemühungen deutlich verbessern, damit Menschen auch im Alter erwerbsfähig bleiben. Hierfür sollten wir das betriebliche Eingliederungsmanagement weiter verbessern und Präventionsmöglichkeiten ausbauen. CDU und CSU setzen sich weiterhin dafür ein, dass Menschen in Deutschland, insbesondere diejenigen mit gesundheitlichen Einschränkungen, angemessene Unterstützung erhalten. Die Ampel bleibt beim Thema Erwerbsminderung untätig und schweigt. Das ist völlig inakzeptabel.“
 "
https://www.cducsu.de/presse/pressemitteilungen/ampelkoalition-lehnt-ermaessigte-umsatzsteuer-fuer-gastronomie-ab,21.06.2023,"Antje Tillmann, Fritz Güntzler",Ampelkoalition lehnt ermäßigte Umsatzsteuer für Gastronomie ab,Gastronomie in Not: Ablehnung bedroht Existenz vieler Restaurants und Gaststätten,Heute hat die Ampel unseren Gesetzentwurf zum ermäßigten Umsatzsteuersatz auf Speisen in der Gastronomie abgelehnt. Dazu erklären die finanzpolitische Sprecherin der CDU/CSU-Fraktion im Bundestag Antje Tillmann und der Berichterstatter Fritz Güntzler:,"Antje Tillmann: „Die Ampel hat heute die dauerhafte Entfristung des ermäßigten Umsatzsteuersatz von sieben Prozent auf Speisen in der Gastronomie abgelehnt. Dies stößt bei uns auf Unverständnis. Nach drei Verlustjahren in Folge geht es den heimischen Restaurants und Hotels immer noch schlecht. So liegen die inflationsbereinigten Umsätze nach Angabe des Statistischen Bundesamtes im ersten Quartal 2023 weiterhin 12,5% unter denen des ersten Quartals 2019, also vor Ausbruch der Pandemie. Durch die massiven Einbußen in der Corona-Krise ist schon jetzt die Zahl der steuerpflichtigen Unternehmen in der Branche bereits von 222.400 im Jahr 2019 auf 186.600 im Jahr 2021 zurückgegangen.Fritz Güntzler: „Wenn ich mit den Gastronomen in meinem Wahlkreis spreche, wird klar, dass die Krise längst nicht überstanden ist. Viele leiden unter dem deutlich spürbaren Fachkräftemangel und können daher sogar nur verkürzte Öffnungszeiten anbieten. Zusätzlich stellen die hohen Energiepreise und die horrenden Lebensmittelpreise die Restaurants und Cafés wirtschaftlich vor enorme Herausforderungen. Dabei war der ermäßigte Umsatzsteuersatz in den vergangenen Monaten eine echte Hilfe. Die Rücknahme einer Steuerermäßigung ist auch eine Steuererhöhung. Dadurch wird es in der Gastronomie ab 01.01.2024 zu einer massiven Steuermehrbelastung kommen. Unser aktueller Gesetzesentwurf wurde nun durch alle Ampel-Parteien abgelehnt, auch durch die Stimmen der FDP. Herr Lindners Versprechen Anfang des Jahres und selbst die großzügigen Wahlversprechen von Olaf Scholz scheinen längst vergessen.“"
https://www.cducsu.de/presse/pressemitteilungen/ampel-hat-fuer-ihre-holzbau-initiative-kein-schluessiges-konzept,21.06.2023,"Albert Stegemann, Hermann Färber",Ampel hat für ihre Holzbau-Initiative kein schlüssiges Konzept ,Wirtschaftswald muss im Mittelpunkt stehen – Nutzungseinschränkungen kontraproduktiv,"Die Bundesregierung hat am heutigen Mittwoch ihre Holzbau-Initiative vorgestellt. Dazu erklären der agrarpolitische Sprecher der CDU/CSU-Bundestagsfraktion, Albert Stegemann, sowie der zuständige Berichterstatter Hermann Färber:","Albert Stegemann: „Wenn die Ampel mehr Holz im Bau einsetzen will, dann muss sie die Waldbesitzer klar unterstützen. Sie muss die nachhaltige Nutzung des Waldes zum Schwerpunkt ihrer Forstpolitik machen. Stattdessen plant die Ampel, die wichtige Mittelausstattung der etablierten Förderung der Waldbesitzer über die bestehende Gemeinschaftsaufgabe (GAK) um mehrere hundert Millionen Euro zu kürzen. Gleichzeitig soll die heimische Forstwirtschaft in der Nutzung der Wälder weiter eingeschränkt werden. Das konterkariert jede Holzbau-Initiative.“Hermann Färber: „Bei der Holzbau-Initiative fehlt der Ampel ein schlüssiges Gesamtkonzept. Zum Bauen brauchen wir das Holz unserer heimischen Wälder. Aber wo soll das Holz herkommen, wenn gleichzeitig Flächen stillgelegt oder renaturiert werden, der Einschlag alter Buchenwälder gestoppt oder die Wiederherstellung der Natur von Brüssel aus verordnet wird?Wälder ökologisch intaktzuhalten und sie gleichzeitig wirtschaftlich zu nutzen, ist kein Widerspruch. Als Baustoff ersetzt Holz Zement, bei dessen Produktion große Mengen CO2 entstehen. Holz hingegen bindet in der Nutzung große Mengen CO2. Dabei sind heimische Hölzer klimafreundlicher als Importhölzer, die über weite Strecken transportiert werden.“ "
https://www.cducsu.de/presse/pressemitteilungen/ampel-fehlt-mut-zur-wahrheit,21.06.2023,Andreas Mattfeldt,Ampel fehlt Mut zur Wahrheit ,Petitionsausschuss überreicht Tätigkeitsbericht – Nicht jede Bitte kann erfüllt werden,"Der Petitionsausschuss hat der Präsidentin des Deutschen Bundestages am heutigen Mittwoch seinen Tätigkeitsbericht für das Jahr 2022 überreicht. Dazu erklärt der Vorsitzende der Arbeitsgruppe Petitionen der CDU/CSU-Bundestagsfraktion, Andreas Mattfeldt:","„Im vergangenen Jahr haben sich 13.242 Bürgerinnen und Bürger mit ihren oft höchstpersönlichen Anliegen an den Petitionsausschuss des Deutschen Bundestages gewandt. Das waren über 1.500 Petitionen mehr als im Vorjahr. Bei vielen Einzelanliegen, die rund 70 Prozent der Zuschriften ausmachten, konnte den Petenten geholfen werden. Einige Zuschriften gaben den Anstoß für politische Entscheidungen. So anerkannte der Bundestag am 30. November 2022 den Holodomor in der Ukraine als Völkermord. Erfolgreich war auch ein Gesuch zur Anhebung der Altersgrenze bei Brustkrebs-Screenings von 69 auf 75 Jahre, an dessen Umsetzung das zuständige Bundesgesundheitsministerium seitdem intensiv arbeitet.Der Petitionsausschuss könnte noch viel mehr für die Bürgerinnen und Bürger erreichen, wenn die Ampel nicht immer mehr Petitionen wegen interner Streitereien aufschieben würde. Zur Wahrheit gehört aber auch: Nicht jedes Petitionsanliegen kann erfolgreich sein – wegen fehlender Haushaltsmittel, fehlender Mehrheiten oder simpler Stichtagsregelungen. Doch statt ihre Ablehnung klar zu formulieren, verabschiedet die Ampel Voten, die ins Leere laufen.  Das gefährdet das Vertrauen in die Arbeit des Petitionsausschusses und schürt Politikverdrossenheit. Deshalb lautet unsere Forderung an die Regierungsfraktionen, endlich mehr Mut zur Wahrheit zu zeigen.“"
https://www.cducsu.de/presse/pressemitteilungen/aufklaerung-wird-durch-das-bundeswirtschaftsministerium-verhindert,21.06.2023,"Julia Klöckner, Hansjörg Durz",„Aufklärung wird durch das Bundeswirtschaftsministerium verhindert“,,"Anlässlich der für den heutigen Wirtschaftsausschuss geplanten Debatte zu den Interessenskonflikten von Staatssekretär Philipp im Bundeswirtschaftsministerium erklären die wirtschaftspolitische Sprecherin der CDU/CSU-Bundestagsfraktion, Julia Klöckner, und der Obmann, Hansjörg Durz:","Klöckner: „Laut aktuellen Medienberichten gibt es weitere Interessenskonflikte beim Führungspersonal des Bundeswirtschaftsministeriums. Bereits in der öffentlichen Ausschusssitzung hatten wir die Beteiligung von Staatssekretär Philipp am Fonds First Momentum Ventures beleuchtet, dessen Mitgründer in den Beirat ´Junge Digitale Wirtschaft´ des Ministeriums berufen wurde. Damals wurden Fragen nicht beantwortet und grundsätzlich keine Probleme gesehen. Staatssekretär Philipp habe Herrn Böhmer nur aus dem ´professionellen´ Umfeld gekannt. Jetzt erfahren wir aus den Medien, dass sich beide schon länger aus der parteiinternen Arbeitsgemeinschaft für Wirtschaft und Finanzen der Grünen kennen. Damit nicht genug, nun muss das BMWK eingestehen, dass Firmen aus dem Portfolio von First Momentum Ventures zusammen 600.000 Euro Fördergelder aus dem Ministerium erhalten haben. Das wirft weitere Fragen auf. Denn eine Bundesregierung muss gewährleisten, dass Entscheidungen nicht im eigenen persönlichen Interesse von Betroffenen eines Ministeriums gefällt werden. Bürger müssen auf Unabhängigkeit vertrauen können.“Durz: „Schon für die vergangene Sitzung des Wirtschaftsausschusses haben wir einen Bericht und eine Diskussion mit Staatssekretär Philipp angefordert. Das wurde von der Ampel abgelehnt. Es gab lediglich einen vorgelesenen Bericht mit bereits bekanntem Inhalt der Parlamentarischen Staatssekretärin Brandner - ohne Nachfragemöglichkeiten für die Parlamentarier. Die Ampel begründete das mit der kommenden, also heutigen, Ausschusssitzung, in der Herr Philipp dann anwesend sein werde. Jetzt erfahren wir, dass auch heute Staatssekretär Philipp wieder nicht in den Ausschuss kommen und Rede und Antwort stehen wird. Stattdessen werde der Parlamentarische Staatssekretär Kellner einen Bericht für seinen Kollegen abgeben. Dazu gebe es nur eine einzige Fragerunde der Abgeordneten - und das auch noch nichtöffentlich. Mit Transparenz und Achtung des Parlaments hat das nichts mehr zu tun. Auch nicht mit Aufklärung, sondern mit massiver Verschleierung.“"
https://www.cducsu.de/presse/pressemitteilungen/ukraine-wiederaufbau-vorantreiben,20.06.2023,Volkmar Klein,Ukraine-Wiederaufbau vorantreiben ,Ampel muss Widerstand gegen Unions-Vorschlag aufgeben,"Anlässlich der zweiten Ukraine-Wiederaufbau-Konferenz am 21./22. Juni in London erklärt der entwicklungspolitische Sprecher der CDU/CSU-Bundestagsfraktion, Volkmar Klein: ","„Es ist gut, dass die Ukraine-Konferenz in London private Investitionen für den Wiederaufbau des Landes in den Blick nimmt. Staatliche Gelder können diese Mammutaufgabe allein nicht stemmen. Auch die Ampel-Koalition sollte mehr Privatinvestitionen in der Ukraine unterstützen. Deshalb sollte sie den Widerstand gegen den Vorschlag der Union aufgeben, das Geschäft der Deutschen Investitions- und Entwicklungsgesellschaft (DEG) in diesem Bereich stärker zu fördern. Hierfür sollte der Gewährleistungsrahmen des Bundes für die KfW in begrenztem Umfang für deren Tochter, die DEG, geöffnet werden. Die DEG hätte so mehr Spielraum, um Unternehmensinvestitionen – vor allem im Agrarbereich - in der Ukraine zu finanzieren. Damit könnten wir zwei Probleme gleichzeitig angehen: Sowohl einen Beitrag zum Wiederaufbau der Ukraine als auch zur Verbesserung der weltweiten Lebensmittelversorgung zu leisten.Die bislang von der Bundesregierung ergriffenen Maßnahmen zur wirtschaftlichen Unterstützung der Ukraine sind richtig, doch sollten wir alle Möglichkeiten ausschöpfen, das Land zu unterstützen.“Hintergrund: Die CDU/CSU-Fraktion im Deutschen Bundestag hat am vergangenen Donnerstag den Antrag „Wiederaufbau der Ukraine fördern – Gewährleistungsrahmen des Bundes nutzen“ eingebracht. Sie finden den Antrag unter: https://dserver.bundestag.de/btd/20/071/2007189.pdf 
 "
